Time,transaction_hour,transaction_amount,LogAmount,NightTransaction,is_fraud,gnn_risk_score,gnn_prediction,cluster_id,node_degree,neighbor_fraud_ratio,risk_level
162383.0,21,60.0,4.110873864173311,0,0,4.2535835e-06,0,0,33,0.0,Low
77375.0,21,49.95,3.9308447596687337,0,0,5.5715496e-05,0,0,37,0.0,Low
129094.0,11,0.99,0.688134638736401,0,0,2.2305538e-07,0,0,53,0.05660377358490566,Low
96550.0,2,60.82,4.124226936703971,1,0,8.785231e-09,0,0,29,0.10344827586206896,Low
119450.0,9,31.4,3.4781584227982836,0,0,1.8251977e-06,0,0,34,0.0,Low
54862.0,15,6.72,2.0438143640366846,0,0,3.1123017e-07,0,0,36,0.027777777777777776,Low
35872.0,9,39.95,3.7123518102990785,0,0,5.4781453e-06,0,0,35,0.11428571428571428,Low
58929.0,16,30.0,3.4339872044851463,0,0,7.728063e-05,0,0,35,0.0,Low
85014.0,23,4.49,1.7029282555214393,0,0,1.6066723e-06,0,0,63,0.015873015873015872,Low
122058.0,9,29.0,3.4011973816621555,0,0,0.00074670324,0,0,37,0.0,Low
72621.0,20,259.7,5.563370320939456,0,0,3.8064406e-06,0,0,32,0.0,Low
70665.0,19,14.95,2.7694588292308535,0,0,0.0023718602,0,0,32,0.0,Low
83377.0,23,15.99,2.8326249356838407,0,0,0.00027885337,0,0,43,0.0,Low
31029.0,8,88.0,4.48863636973214,0,0,1.845325e-08,0,0,33,0.0,Low
74270.0,20,11.5,2.5257286443082556,0,0,2.6297708e-05,0,0,41,0.024390243902439025,Low
162213.0,21,9.99,2.39698576841553,0,0,0.00026904323,0,0,34,0.0,Low
163300.0,21,114.98,4.7534177624482945,0,0,3.7192612e-07,0,0,39,0.02564102564102564,Low
168082.0,22,1.98,1.091923300517313,0,0,7.0362476e-06,0,0,53,0.0,Low
161380.0,20,0.77,0.5709795465857378,0,0,0.003569871,0,0,62,0.03225806451612903,Low
52780.0,14,30.21,3.440738556282688,0,0,7.526407e-05,0,0,34,0.029411764705882353,Low
64776.0,17,48.15,3.8948768465931756,0,0,1.187963e-05,0,0,37,0.05405405405405406,Low
137017.0,14,1.0,0.6931471805599453,0,0,0.00013442604,0,0,51,0.0392156862745098,Low
55675.0,15,40.0,3.713572066704308,0,0,1.0852642e-07,0,0,35,0.08571428571428572,Low
141347.0,15,68.98,4.248209486939542,0,0,7.229308e-05,0,0,36,0.027777777777777776,Low
157336.0,19,11.97,2.5626389983283526,0,0,0.0011036216,0,0,34,0.058823529411764705,Low
151420.0,18,0.85,0.6151856390902334,0,0,0.00033376238,0,0,53,0.05660377358490566,Low
22621.0,6,9.88,2.3869262414277967,1,0,1.1946917e-09,0,0,29,0.0,Low
77737.0,21,112.0,4.727387818712341,0,0,0.00070378557,0,0,40,0.0,Low
87292.0,0,21.34,3.1063787936410545,1,0,2.0325699e-05,0,0,36,0.027777777777777776,Low
134392.0,13,35.85,3.6068556186353455,0,0,3.7338406e-05,0,0,35,0.02857142857142857,Low
74393.0,20,17.19,2.900871992530031,0,0,0.0020882108,0,0,46,0.021739130434782608,Low
150154.0,17,114.12,4.745975062579112,0,0,0.0005568134,0,0,34,0.08823529411764706,Low
59914.0,16,8.13,2.211565694606877,0,0,0.0016013881,0,0,36,0.027777777777777776,Low
131100.0,12,307.68,5.732305141589403,0,0,3.1425217e-05,0,0,37,0.02702702702702703,Low
49079.0,13,84.9,4.45318382899021,0,0,9.891456e-05,0,0,38,0.05263157894736842,Low
72575.0,20,1.79,1.0260415958332743,0,0,0.0266888,0,0,59,0.01694915254237288,Low
43891.0,12,189.9,5.251749730731702,0,0,3.961278e-05,0,0,33,0.0,Low
161273.0,20,3.78,1.5644405465033644,0,0,0.0009065934,0,0,67,0.029850746268656716,Low
119625.0,9,3.05,1.3987168811184478,0,0,0.0010206107,0,0,54,0.0,Low
43471.0,12,376.08,5.93245736652795,0,0,0.00045162157,0,0,37,0.02702702702702703,Low
126650.0,11,57.9,4.075841090657541,0,0,8.6424836e-07,0,0,37,0.0,Low
40154.0,11,90.99,4.521679875489066,0,0,0.023613308,0,0,40,0.025,Low
119524.0,9,55.2,4.028916756899646,0,0,0.0009357558,0,0,40,0.0,Low
130374.0,12,89.5,4.505349850705881,0,0,2.964115e-05,0,0,35,0.0,Low
158525.0,20,80.0,4.394449154672439,0,0,4.411703e-06,0,0,38,0.0,Low
61731.0,17,9.0,2.302585092994046,0,0,1.8034812e-06,0,0,36,0.027777777777777776,Low
79086.0,21,14.32,2.729159164312445,0,0,0.0017719959,0,0,42,0.0,Low
133731.0,13,0.0,0.0,0,1,1.0,1,0,51,0.3333333333333333,Very High
148479.0,17,122.68,4.817697584839112,0,1,1.0,1,0,40,0.35,Very High
160872.0,20,10.59,2.4501426573516603,0,0,2.8883771e-05,0,0,37,0.08108108108108109,Low
48908.0,13,71.78,4.287441192184014,0,0,0.00014321438,0,0,45,0.044444444444444446,Low
65385.0,18,1354.25,7.211741218140448,0,1,1.0,1,0,37,0.16216216216216217,Very High
37803.0,10,500.0,6.2166061010848646,0,0,1.1675141e-05,0,0,36,0.0,Low
61515.0,17,9.99,2.39698576841553,0,0,9.480716e-05,0,0,38,0.05263157894736842,Low
170168.0,23,63.59,4.168059600044382,0,0,9.503536e-06,0,0,34,0.0,Low
145129.0,16,3.79,1.5665304114228238,0,0,0.0023051316,0,0,72,0.05555555555555555,Low
48519.0,13,11.4,2.517696472610991,0,0,0.11755986,0,0,40,0.05,Low
62142.0,17,34.99,3.5832411220909393,0,0,9.557748e-07,0,0,43,0.06976744186046512,Low
29671.0,8,26.99,3.331847303527362,0,0,0.0003027626,0,0,36,0.05555555555555555,Low
147994.0,17,11.5,2.5257286443082556,0,0,4.678888e-05,0,0,39,0.10256410256410256,Low
166440.0,22,7.0,2.0794415416798357,0,0,4.997873e-07,0,0,33,0.0,Low
35178.0,9,8.61,2.262804222982201,0,0,0.0015383156,0,0,37,0.02702702702702703,Low
169571.0,23,2.49,1.2499017362143359,0,0,0.00030455057,0,0,55,0.01818181818181818,Low
113193.0,7,1.0,0.6931471805599453,0,0,3.212542e-05,0,0,53,0.018867924528301886,Low
23129.0,6,1.0,0.6931471805599453,1,0,2.1902506e-05,0,0,45,0.022222222222222223,Low
80612.0,22,15.98,2.8320361808832013,0,0,0.00011198278,0,0,37,0.0,Low
146239.0,16,54.0,4.007333185232471,0,0,4.5613336e-07,0,0,39,0.05128205128205128,Low
75290.0,20,133.95,4.9049043394640135,0,0,0.017765641,0,0,43,0.0,Low
139223.0,14,9.99,2.39698576841553,0,0,3.3208365e-05,0,0,36,0.027777777777777776,Low
78119.0,21,0.99,0.688134638736401,0,0,0.039423592,0,0,57,0.0,Low
49659.0,13,24.94,3.255786178888298,0,0,6.956754e-07,0,0,36,0.027777777777777776,Low
34152.0,9,67.94,4.233236561088719,0,0,6.0046616e-05,0,0,43,0.046511627906976744,Low
70097.0,19,6.0,1.9459101490553132,0,0,4.0219368e-07,0,0,35,0.05714285714285714,Low
166061.0,22,654.98,6.486130300674448,0,0,1.4994859e-05,0,0,36,0.05555555555555555,Low
119938.0,9,310.6,5.741720313996593,0,0,1.4675673e-07,0,0,38,0.02631578947368421,Low
147856.0,17,10.62,2.4527277514237653,0,0,0.015572569,0,0,39,0.02564102564102564,Low
158306.0,19,46.0,3.8501476017100584,0,0,7.0379187e-06,0,0,42,0.0,Low
64472.0,17,27.74,3.358289880650879,0,0,9.443187e-06,0,0,42,0.09523809523809523,Low
85559.0,23,52.41,3.977997994351679,0,0,0.00018313977,0,0,38,0.05263157894736842,Low
84527.0,23,0.99,0.688134638736401,0,0,0.030504812,0,0,57,0.0,Low
148887.0,17,4.6,1.7227665977411035,0,0,0.002115834,0,0,65,0.015384615384615385,Low
161643.0,20,30.81,3.4597807057610526,0,0,2.8241991e-05,0,0,38,0.0,Low
42808.0,11,69.99,4.262539022051294,0,0,2.7922984e-05,0,0,41,0.0,Low
165708.0,22,6.09,1.958685340544036,0,0,0.00010964839,0,0,38,0.0,Low
145598.0,16,8.99,2.301584592660462,0,0,0.00010758546,0,0,47,0.0,Low
43311.0,12,104.92,4.662684092188698,0,0,1.2170412e-07,0,0,43,0.023255813953488372,Low
73596.0,20,10.0,2.3978952727983707,0,0,0.001823907,0,0,40,0.0,Low
166707.0,22,96.8,4.582924577040772,0,0,1.1985331e-06,0,0,38,0.02631578947368421,Low
93897.0,2,1.0,0.6931471805599453,1,1,1.0,1,0,49,0.3469387755102041,Very High
91554.0,1,261.22,5.5691838460712555,1,1,1.0,1,0,26,0.3076923076923077,Very High
125153.0,10,39.0,3.6888794541139363,0,0,2.5267938e-05,0,0,32,0.0,Low
58032.0,16,22.7,3.1654750481410856,0,0,0.0014647801,0,0,43,0.046511627906976744,Low
38381.0,10,461.3,6.1362140309941795,0,0,7.009532e-07,0,0,34,0.0,Low
85048.0,23,284.73,5.655047308974325,0,0,0.007638305,0,0,38,0.02631578947368421,Low
121384.0,9,17.98,2.9433857931817817,0,0,9.4509204e-07,0,0,39,0.02564102564102564,Low
120680.0,9,10.59,2.4501426573516603,0,0,8.0771526e-05,0,0,38,0.02631578947368421,Low
93879.0,2,35.07,3.5854614949154477,1,0,2.1421458e-12,0,0,33,0.5454545454545454,Low
146724.0,16,473.42,6.162093005310891,0,0,0.00012795316,0,0,39,0.0,Low
57922.0,16,1.0,0.6931471805599453,0,0,6.7699395e-05,0,0,59,0.03389830508474576,Low
74360.0,20,23.05,3.1801349965517702,0,0,1.0085374e-07,0,0,39,0.0,Low
124022.0,10,171.91,5.152771227916698,0,0,1.4280109e-06,0,0,39,0.0,Low
77262.0,21,1.98,1.091923300517313,0,0,0.004571225,0,0,61,0.01639344262295082,Low
